,Unnamed: 0,event_id,primary_act_id,secondary_act_id,purch_party_lkup_id,event_name,primary_act_name,secondary_act_name,major_cat_name,minor_cat_name,la_event_type_cat,event_disp_name,ticket_text,tickets_purchased_qty,trans_face_val_amt,delivery_type_cd,event_date_time,event_dt,presale_dt,onsale_dt,sales_ord_create_dttm,sales_ord_tran_dt,print_dt,timezn_nm,venue_city,venue_state,venue_postal_cd_sgmt_1,sales_platform_cd,print_flg,la_valid_tkt_event_flg,fin_mkt_nm,web_session_cookie_val,gndr_cd,age_yr,income_amt,edu_val,edu_1st_indv_val,edu_2nd_indv_val,adults_in_hh_num,married_ind,child_present_ind,home_owner_ind,occpn_val,occpn_1st_val,occpn_2nd_val,dist_to_ven
2794,2795,ef5951e261089e54d5f6,00a4512e22fe9d3a1350,b85143bf51323b72e53c,a86e065d21cc17790d0d,Ben Rector - the brand new tour,Ben Rector,,CONCERTS,ROCK/POP,CONCERTS,Ben Rector - the brand new tour,   LIVE NATION PRESENTS           BEN RECTOR            THE BRAND NEW TOUR          UPTOWN THEATER          3700 BROADWAY KCMO     SAT MAR 05 2016 8:00 PM  ,1,23.0,eTicket,2016-03-06 02:00:00,2016-03-05,2015-12-08,2015-12-11,2016-02-10 21:53:32,2016-02-10,,CST,KANSAS CITY,MISSOURI,64111,www.ticketmaster.com,F ,Y ,Kansas City,a86e065d21cc17790d0d,,,,,,,,,,,,,,
2795,2796,25e67112b92485371369,8d43f8055cd8801eee81,598cdb49b4c5dab79cde,19a782bceaeeae7c1af2,Jimmy Buffett,Jimmy Buffett,Huey Lewis and the News,CONCERTS,ROCK/POP,CONCERTS,Jimmy Buffett,LAND SHARK AND M'VILLE TEQ      JIMMY BUFFETT        SPECIAL GUEST HUEY LEWIS     PNC MUSIC PAVILION     INCL $7 VEN FEE & $1 SFC   SAT APR 23 2016 7:00PM  ,5,145.0,TicketFast,2016-04-23 23:00:00,2016-04-23,,2016-01-22,2016-01-22 15:09:51,2016-01-22,2016-01-22,EST,CHARLOTTE,NORTH CAROLINA,28262,www.concerts.livenation.com,T ,Y ,Charlotte,19a782bceaeeae7c1af2,,,,,,,,,,,,,,
2797,2798,0c4ae0b269b17dc9bb37,ab53db7c5bb5f7d3c296,bd3ac58a25ad06cd4699,69f556f8522f8d993046,"Under The Sun 2015: sugar ray, better than ezra, uncle kracker & eve 6",Under the Sun Tour,Sugar Ray,CONCERTS,ALTERNATIVE ROCK,CONCERTS,"Under The Sun 2015: sugar ray, better than ezra, uncle kracker & eve 6","   RAIN OR SHINE EVENT        UNDER THE SUN 2015               ****             STONE PONY SUMMERSTAGE       ASBURY PARK, NJ       FRI AUG 21 2015 5:00 PM  ",1,37.5,TicketFast,2015-08-21 21:00:00,2015-08-21,2015-03-24,2015-03-27,2015-08-13 13:05:31,2015-08-13,2015-08-13,EST,ASBURY PARK,NEW JERSEY,07712,www.ticketmaster.com,T ,Y ,New York,69f556f8522f8d993046,,,,,,,,,,,,,,
2801,2802,ceb13ee4a7301c01aaae,ebe30b90662305cd8f18,8ed68050608e2b7ad0ad,f323a1b963ddc972d1bd,Van Halen,Van Halen,Kenny Wayne Shepherd,CONCERTS,ROCK/POP,CONCERTS,Van Halen,    WWW.VAN-HALEN.COM             VAN HALEN                 IN CONCERT           GEXA ENERGY PAVILION         RAIN OR SHINE        WED SEP 23 2015 7:30 PM  ,2,201.0,eTicket,2015-09-24 00:30:00,2015-09-23,2015-04-03,2015-04-04,2015-04-04 15:04:38,2015-04-04,2015-07-09,CST,DALLAS,TEXAS,75210,www.concerts.livenation.com,T ,Y ,Dallas,f323a1b963ddc972d1bd,,,,,,,,,,,,,,
2802,2803,865f45716372272d644b,1919cdfedc4462d6bd14,4ec6523367f0e68d4422,ca9d6d3ba28a7206e3d7,Daryl Hall & john oates,Hall and Oates,Sharon Jones & the Dap-Kings,CONCERTS,ROCK/POP,CONCERTS,Daryl Hall & john oates,   LIVE NATION PRESENTS    DARYL HALL & JOHN OATES     WWW.HALLANDOATES.COM        AK-CHIN PAVILION           RAIN OR SHINE       WED SEP 14 2016 7PM SHARP ,2,56.0,eTicket,2016-09-15 02:00:00,2016-09-14,2016-02-09,2016-02-12,2016-02-23 23:34:19,2016-02-23,2016-02-23,MST,PHOENIX,ARIZONA,85035,www.concerts.livenation.com,T ,Y ,Arizona,ca9d6d3ba28a7206e3d7,,,,,,,,,,,,,,
2803,2804,f29ec6535e232afa8f54,89712180ab9f1ed64244,96368ef2e3f2340d5ea5,f51c76ea0f2785af05c2,Vans Warped Tour Presented By Journeys,Vans Warped Tour,Simple Plan,CONCERTS,ALTERNATIVE ROCK,CONCERTS,Vans Warped Tour Presented By Journeys,A PS&E / LIVE NATION EVENT     VANS WARPED TOUR       PRESENTED BY JOURNEYS     WWW.VANSWARPEDTOUR.COM   THE PALACE-AUBURN HILLS   FRI JUL 24 2015 11:00 AM ,1,38.5,eTicket,2015-07-24 15:00:00,2015-07-24,2014-12-12,2014-12-12,2015-07-19 15:42:41,2015-07-19,2015-07-19,EST,AUBURN HILLS,MICHIGAN,48326,www.ticketmaster.com,T ,Y ,Michigan,f51c76ea0f2785af05c2,,,,,,,,,,,,,,
2804,2805,b67715ea1653ae26356f,8ece566dec0c146b25cd,b85143bf51323b72e53c,bc13cd2159a0a1b8bc3c,Beyonce - the formation world tour,Beyoncé,,CONCERTS,R & B,CONCERTS,Beyonce - the formation world tour,"   LIVE NATION PRESENTS            BEYONCE           THE FORMATION WORLD TOUR  ROSE BOWL, PASADENA, CA        RAIN OR SHINE          SAT MAY 14 2016 6PM    ",1,180.0,eTicket,2016-05-15 01:00:00,2016-05-14,2016-02-09,2016-02-16,2016-02-16 19:28:58,2016-02-16,2016-02-16,PST,PASADENA,CALIFORNIA,91103,iphone.ticketmaster.us,T ,Y ,Los Angeles,bc13cd2159a0a1b8bc3c,,,,,,,,,,,,,,
2808,2809,ede2614b9d09b427572a,8ece566dec0c146b25cd,b85143bf51323b72e53c,b4289b2a5da5aab08316,Beyonce - the formation world tour,Beyoncé,,CONCERTS,R & B,CONCERTS,Beyonce - the formation world tour,   LIVE NATION PRESENTS            BEYONCE           THE FORMATION WORLD TOUR       LEVI'S STADIUM            RAIN OR SHINE        MON MAY 16 2016 6:00 PM  ,8,800.0,TicketFast,2016-05-17 01:00:00,2016-05-16,2016-02-15,2016-02-22,2016-02-15 21:09:36,2016-02-15,2016-02-22,PST,SANTA CLARA,CALIFORNIA,95054,iphone.ticketmaster.us,T ,Y ,N. California,b4289b2a5da5aab08316,,,,,,,,,,,,,,
2812,2813,ed185591acbb5012b1a4,06e074b50adecfb5ca56,b85143bf51323b72e53c,410667e0bea0a82b3551,Coldplay- A Head Full Of Dreams Tour,Coldplay,,CONCERTS,ALTERNATIVE ROCK,CONCERTS,Coldplay- A Head Full Of Dreams Tour,"   LIVE NATION PRESENTS            COLDPLAY         A HEAD FULL OF DREAMS TOURSOLDIER FIELD-CHICAGO, IL       RAIN OR SHINE         SUN JUL 24 2016 8:00PM  ",2,353.0,Mail,2016-07-25 01:00:00,2016-07-24,2016-02-03,2016-02-05,2016-02-03 00:05:02,2016-02-02,2016-02-04,CST,CHICAGO,ILLINOIS,60605,mobile.ticketmaster.us,T ,Y ,Chicago,410667e0bea0a82b3551,,,,,,,,,,,,,,
2813,2814,7119a34244fc6fc6446a,035032e8de5da9f06d64,b85143bf51323b72e53c,90cb65a7f3ecf7653ff2,Tanya Tucker,Tanya Tucker,,CONCERTS,COUNTRY,CONCERTS,Tanya Tucker, PRESENTED BY LIVE NATION        TANYA TUCKER                 * * *               HARD ROCK ROCKSINO         NORTHFIELD PARK       THU FEB 18 2016 7:30 PM  ,2,65.0,ISPU,2016-02-19 00:30:00,2016-02-18,2015-12-17,2015-12-18,2016-01-17 15:15:11,2016-01-17,2016-01-17,CST,NORTHFIELD,OHIO,44067,www.ticketmaster.com,T ,Y ,Cleveland,90cb65a7f3ecf7653ff2,,,,,,,,,,,,,,
2823,2824,59ef7133afdb5f54d69a,8ece566dec0c146b25cd,b85143bf51323b72e53c,983025baf65fcee3bf57,Beyonce: The formation world tour,Beyoncé,,CONCERTS,R & B,CONCERTS,Beyonce: The formation world tour,   LIVE NATION PRESENTS            BEYONCE           THE FORMATION WORLD TOUR   CARTER FINLEY STADIUM         RAIN OR SHINE          TUE MAY 3 2016 6:00PM  ,2,140.0,eTicket,2016-05-03 22:00:00,2016-05-03,2016-02-15,2016-02-22,2016-02-19 15:12:59,2016-02-19,,EST,RALEIGH,NORTH CAROLINA,27607,www.ticketmaster.com,F ,Y ,Raleigh,983025baf65fcee3bf57,,,,,,,,,,,,,,
2830,2831,f872b02eddcbfc07457e,4633619b5d4595761ffd,d45f95bcfe56d3a622c7,bca699cdd11d79691795,Kid Rock's First Kiss: Cheap Date Tour W/ Special Guest Foreigner,Kid Rock,Foreigner,CONCERTS,ROCK/POP,CONCERTS,Kid Rock's First Kiss: Cheap Date Tour W/ Special Guest Foreigner,    CHEVROLET PRESENTS             KID ROCK             **RAIN OR SHINE**       FIRST KISS CHEAP DATE    DTE ENERGY MUSIC THEATRE  FRI AUG 21 2015 6:45 PM  ,4,80.0,eTicket,2015-08-21 22:45:00,2015-08-21,2015-05-01,2015-05-01,2015-05-02 14:04:30,2015-05-02,2015-08-21,EST,CLARKSTON,MICHIGAN,48348,www.ticketmaster.com,T ,Y ,Michigan,bca699cdd11d79691795,,,,,,,,,,,,,,
2831,2832,58666097b739639de65a,d801a785a58ddd067aa4,b85143bf51323b72e53c,ae00274604d3a4a433ea,AC/DC,AC/DC,,CONCERTS,HEAVY METAL,CONCERTS,AC/DC,   LIVE NATION PRESENTS             AC/DC                  WWW.ACDC.COM         INVESTORS GROUP FIELD    DOORS:5:00PM SHOW 7:00PM   THU SEPTEMBER 17 2015   ,1,125.0,TicketFast,2015-09-18 00:00:00,2015-09-17,,2015-04-10,2015-04-10 15:19:41,2015-04-10,,PST,WINNIPEG,MANITOBA,R3T,mobile.ticketmaster.ca,F ,Y ,Winnipeg,ae00274604d3a4a433ea,,,,,,,,,,,,,,
2832,2833,1bac8660d0b9024b5710,a96af304431d234d8395,88827c229bc6d8f23315,41dfd123490f3d18b837,Soul Asylum With Meat Puppets,Soul Asylum,Meat Puppets,CONCERTS,ALTERNATIVE ROCK,CONCERTS,Soul Asylum With Meat Puppets, HOUSE OF BLUES PRESENTS         SOUL ASYLUM             W/ MEAT PUPPETS        HOUSE OF BLUES ANAHEIM  1530 DISNYLND DR/ALL AGES TUE JUL 21 2015 DRS 7:00PM,2,45.0,eTicket,2015-07-22 02:00:00,2015-07-21,2015-04-16,2015-04-17,2015-04-21 04:23:04,2015-04-20,2015-04-20,PST,ANAHEIM,CALIFORNIA,92802,www.concerts.livenation.com,T ,Y ,Los Angeles,41dfd123490f3d18b837,,,,,,,,,,,,,,
2838,2839,05223de193be4c5c0c17,c10b73eb619acc104c0e,b85143bf51323b72e53c,b91f5e120b2d498f2dac,John Fogerty: 1969,John Fogerty,,CONCERTS,ROCK/POP,CONCERTS,John Fogerty: 1969,  OLDNATIONALCENTRE.COM          JOHN FOGERTY          WWW.JOHNFOGERTY.COM          MURAT THEATRE         AT OLD NATIONAL CENTRE   SUN JUL 05 2015 8:00 PM  ,1,12.5,eTicket,2015-07-06 00:00:00,2015-07-05,2015-03-18,2015-03-20,2015-07-02 15:33:37,2015-07-02,2015-07-05,CST,INDIANAPOLIS,INDIANA,46204,mobile.livenation.us,T ,Y ,Indiana-Ohio,b91f5e120b2d498f2dac,,,,,,,,,,,,,,
2839,2840,0a9e4ecff7c84575f9df,51dec6b3fd8b3cba8662,b85143bf51323b72e53c,02a8a6bba0a98078507b,Aaron Tveit,Aaron Tveit,,CONCERTS,OTHER,CONCERTS,Aaron Tveit,   WWW.IRVINGPLAZA.COM           AARON TVEIT                                         IRVING PLAZA        17 IRVING PL @ E 15TH ST SAT JUN 11 2016 DRS 700PM ,3,73.5,TicketFast,2016-06-11 23:00:00,2016-06-11,2016-01-28,2016-02-01,2016-01-28 19:12:23,2016-01-28,2016-01-28,EST,NEW YORK,NEW YORK,10003,www.concerts.livenation.com,T ,Y ,New York,02a8a6bba0a98078507b,,,,,,,,,,,,,,
2841,2842,802f4bf8026e38c2acf2,24c326bd80bd2c8c9e17,b22d584a2132b33e23e0,c623e0fab7bd752bdc91,Dropkick Murphys,Dropkick Murphys,Tiger Army,CONCERTS,ALTERNATIVE ROCK,CONCERTS,Dropkick Murphys,   LIVE NATION PRESENTS        DROPKICK MURPHYS      20 YEAR ANNIVERSARY TOUR      ARAGON BALLROOM      1106 W LAWRENCE - CHICAGO  FRI FEB 19 2016 7:30 PM  ,2,59.0,eTicket,2016-02-20 01:30:00,2016-02-19,2015-11-25,2015-11-27,2016-01-14 23:05:37,2016-01-14,2016-01-15,CST,CHICAGO,ILLINOIS,60640,www.ticketmaster.com,T ,Y ,Chicago,c623e0fab7bd752bdc91,,,,,,,,,,,,,,
2842,2843,30daede7a331cbe4eb8e,1014625b4e81db9cc44b,3a76336e409f4cfd6b20,291e8f4b72c12d331515,Selena Gomez,Selena Gomez,DNCE,CONCERTS,ROCK/POP,CONCERTS,Selena Gomez,     THE REVIVAL TOUR            SELENA GOMEZ          WWW.SELENAGOMEZ.COM    TALKINGSTICK RESORT ARENA                            TUE JUL 05 2016 7:30 PM  ,1,76.5,eTicket,2016-07-06 02:30:00,2016-07-05,2015-10-13,2015-10-17,2015-10-14 20:34:17,2015-10-14,2015-10-14,MST,PHOENIX,ARIZONA,85004,www.ticketmaster.com,T ,Y ,Arizona,291e8f4b72c12d331515,,,,,,,,,,,,,,
2844,2845,0aab0a2707afed7053e1,21b08409c52463b34216,4ca41ce74a80bc3cee8c,27e89265f92dca0bcb37,Earl Sweatshirt: Not Redy 2 leave tour,Earl Sweatshirt,Vince Staples,CONCERTS,RAP/URBAN,CONCERTS,Earl Sweatshirt: Not Redy 2 leave tour,     WWW.BOGARTS.COM           EARL SWEATSHIRT                                         BOGART'S           2621 VINE ST./ALL AGES   FRI APR 3 2015 DOORS 7PM ,1,24.25,TicketFast,2015-04-03 23:00:00,2015-04-03,,2015-02-24,2015-04-03 16:20:36,2015-04-03,2015-04-03,EST,CINCINNATI,OHIO,45219,iphone.ticketmaster.us,T ,Y ,Cincinnati-KY,27e89265f92dca0bcb37,,,,,,,,,,,,,,
2846,2847,6f5b0d1dce8ce3775db2,f50da7a4765daac8bc0f,b85143bf51323b72e53c,5db9e03943e90dead962,Adele,Adele,,CONCERTS,ROCK/POP,CONCERTS,Adele,"                                    ADELE                 WWW.ADELE.COM              ORACLE ARENA              OAKLAND, CA           TUE AUG 2 2016 7:30PM  ",2,299.0,TicketFast,2016-08-03 02:30:00,2016-08-02,2015-12-16,2015-12-17,2015-12-17 18:06:49,2015-12-17,2016-02-12,PST,OAKLAND,CALIFORNIA,94621,iphone.ticketmaster.us,T ,Y ,N. California,5db9e03943e90dead962,,,,,,,,,,,,,,
2847,2848,575fdd0fe2edc9f9bf0f,0e2159b839e38cae3f48,8186148b967ae9204c4a,b38acf3fc488cb554b8a,Disturbed & breaking benjamin with alter bridge & saint asonia,Disturbed,Breaking Benjamin,CONCERTS,HEAVY METAL,CONCERTS,Disturbed & breaking benjamin with alter bridge & saint asonia,   LIVE NATION PRESENTS           DISTURBED                     &                 BREAKING BENJAMIN      HOLLYWOOD CASINO AMP STL  SUN JUL 17 2016 6:30 PM  ,2,45.9,eTicket,2016-07-17 23:30:00,2016-07-17,2016-02-25,2016-02-26,2016-02-26 16:07:36,2016-02-26,,CST,MARYLAND HEIGHTS,MISSOURI,63043,www.concerts.livenation.com,F ,Y ,St. Louis,b38acf3fc488cb554b8a,,,,,,,,,,,,,,
2851,2852,585c8f81766adc3aafa7,5a30008429ee66fc7b84,9021d10ae169fed0ebb8,4437993baf7533e0abec,Luke Bryan: Kick The Dust Up Tour 2015,Luke Bryan,Randy Houser,CONCERTS,COUNTRY,CONCERTS,Luke Bryan: Kick The Dust Up Tour 2015,KICK THE DUST UP TOUR 2015        LUKE BRYAN              LUKEBRYAN.COM       RANDY HOUSER/DUSTIN LYNCH    KLIPSCH MUSIC CENTER    FRI JUL 24 2015 7:00 PM  ,2,53.0,eTicket,2015-07-24 23:00:00,2015-07-24,2015-04-08,2015-04-10,2015-05-23 16:40:34,2015-05-23,2015-07-24,CST,NOBLESVILLE,INDIANA,46060,www.concerts.livenation.com,T ,Y ,Indiana-Ohio,4437993baf7533e0abec,,,,,,,,,,,,,,
2855,2856,00e3843564d18bb479f1,64fc8c8d875f4f63cc57,3f0fc0e6ac6d956aa04a,288527e9f07aaa5a4ee3,Iron Maiden: The Book Of Souls World Tour 2016,Iron Maiden,The Raven Age,CONCERTS,HEAVY METAL,CONCERTS,Iron Maiden: The Book Of Souls World Tour 2016,                                 IRON MAIDEN          THE BOOK OF SOULS TOUR  PEPSI LIVE @ ROGERS ARENA           *****            SUN APR 10/16 SHW 7:50PM ,2,195.0,eTicket,2016-04-11 02:00:00,2016-04-10,2015-10-13,2015-10-16,2016-01-16 20:02:48,2016-01-16,2016-01-16,PST,VANCOUVER,BRITISH COLUMBIA,V6B,www.ticketmaster.ca,T ,Y ,Vancouver,288527e9f07aaa5a4ee3,,,,,,,,,,,,,,
2856,2857,337063be0e0ef263a02c,96d2bd0e96ad8e4919d7,b85143bf51323b72e53c,446b70a5564afe1041d5,Kanye West Performing 808's & heartbreak,Kanye West,,CONCERTS,RAP/URBAN,CONCERTS,Kanye West Performing 808's & heartbreak, HEWITT/SILVA/LIVE NATION         KANYE WEST               *** *** ***              HOLLYWOOD BOWL      RAIN OR SHINE/NO GLASS/CAN FRI SEP 25 2015 8:00 PM  ,3,298.5,Mail,2015-09-26 03:00:00,2015-09-25,2015-08-31,2015-09-04,2015-08-31 17:29:03,2015-08-31,2015-09-02,PST,HOLLYWOOD,CALIFORNIA,90068,www.ticketmaster.com,T ,Y ,Los Angeles,446b70a5564afe1041d5,,,,,,,,,,,,,,
2860,2861,99f0977bb5225761ff98,534c3970ab26662da301,b85143bf51323b72e53c,d156bacc4fc705b77514,Santigold - we buy gold tour,Santigold,,CONCERTS,ROCK/POP,CONCERTS,Santigold - we buy gold tour,   CROSSROADS PRESENTS            SANTIGOLD              WE BUY GOLD TOUR       HOUSE OF BLUES BOSTON    15 LANSDOWNE ST/ALL AGES TUE MAY 03 2016 DRS 700PM ,3,75.0,eTicket,2016-05-03 23:00:00,2016-05-03,2016-02-02,2016-02-05,2016-02-04 01:06:07,2016-02-03,,EST,BOSTON,MASSACHUSETTS,02215,www.concerts.livenation.com,F ,Y ,Boston,d156bacc4fc705b77514,,,,,,,,,,,,,,
2864,2865,ca3c2bdf0d8d06f659ba,ba64ad0e558617b0577c,6f00dec70a35f7c5a8a9,3a6957de89a1763ea405,"Chicago And Earth, Wind & fire - heart and soul tour 2015",Chicago,"Earth, Wind & Fire",CONCERTS,ROCK/POP,CONCERTS,"Chicago And Earth, Wind & fire - heart and soul tour 2015","   LIVE NATION PRESENTS            CHICAGO                     AND                EARTH, WIND & FIRE    SARATOGA PERF ARTS CENTER  SAT AUG 29 2015 7:30 PM  ",1,30.0,eTicket,2015-08-29 23:30:00,2015-08-29,2015-03-09,2015-03-13,2015-08-29 19:53:56,2015-08-29,2015-08-29,EST,SARATOGA SPRINGS,NEW YORK,12866,www.concerts.livenation.com,T ,Y ,New York,3a6957de89a1763ea405,,,,,,,,,,,,,,
2865,2866,e3bcdfbd58c56673e942,2cd67d26ed713474e48a,6ccf8388db7c7cf7d49e,b29241119393b84af5cb,Incubus/deftones 2015 tour,Incubus,Deftones,CONCERTS,ROCK/POP,CONCERTS,Incubus/deftones 2015 tour,   LIVE NATION PRESENTS            INCUBUS            *********************            DEFTONES          SUSQUEHANNA BANK CENTER  SAT AUG 8 2015 6:15 SHARP ,2,50.0,eTicket,2015-08-08 22:15:00,2015-08-08,2015-04-20,2015-04-24,2015-04-24 21:56:28,2015-04-24,2015-07-26,EST,CAMDEN,NEW JERSEY,08103,www.concerts.livenation.com,T ,Y ,Delaware Valley,b29241119393b84af5cb,,,,,,,,,,,,,,
2867,2868,5e376855b384e25377ae,dddbb3e176cd226421c6,8a478f02a60569cf3bdf,d35bfc9dab10b8f4338c,Jason Aldean: 2015 burn it down tour,Jason Aldean,Cole Swindell,CONCERTS,COUNTRY,CONCERTS,Jason Aldean: 2015 burn it down tour,   WWW.JASONALDEAN.COM           JASON ALDEAN                                   2015 BURN IT DOWN TOUR       JIFFY LUBE LIVE       SAT SEP 12 2015 7:30 PM  ,2,51.0,eTicket,2015-09-12 23:30:00,2015-09-12,2015-07-14,2015-07-17,2015-07-21 02:32:21,2015-07-20,2015-09-12,EST,BRISTOW,VIRGINIA,20136,www.concerts.livenation.com,T ,Y ,Washington DC,d35bfc9dab10b8f4338c,,,,,,,,,,,,,,
2870,2871,c8c447a463657a0008a2,5a30008429ee66fc7b84,9021d10ae169fed0ebb8,12e4171bc9663343e669,Luke Bryan: Kick The Dust Up Tour 2015,Luke Bryan,Randy Houser,CONCERTS,COUNTRY,CONCERTS,Luke Bryan: Kick The Dust Up Tour 2015,KICK THE DUST UP TOUR 2015        LUKE BRYAN              LUKEBRYAN.COM       RANDY HOUSER/DUSTIN LYNCH      JIFFY LUBE LIVE       FRI JUN 26 2015 7:00 PM  ,1,25.5,eTicket,2015-06-26 23:00:00,2015-06-26,2015-03-31,2015-04-03,2015-06-15 20:57:25,2015-06-15,2015-06-15,EST,BRISTOW,VIRGINIA,20136,www.concerts.livenation.com,T ,Y ,Washington DC,12e4171bc9663343e669,,,,,,,,,,,,,,
2874,2875,6878e999df4e7d4d2708,9e73a3c2172622e90439,b85143bf51323b72e53c,e5cf742c69b8b30a8696,Joe Satriani - from surfing to shockwave,Joe Satriani,,CONCERTS,ROCK/POP,CONCERTS,Joe Satriani - from surfing to shockwave, HOUSE OF BLUES PRESENTS         JOE SATRIANI       From Surfing To Shockwave   HOUSE OF BLUES HOUSTON     1204 CAROLINE STREET   THU MAR 10 2016  7PM DOORS,4,145.0,eTicket,2016-03-11 01:00:00,2016-03-10,2015-09-23,2015-09-25,2015-09-23 15:03:12,2015-09-23,2015-09-23,CST,HOUSTON,TEXAS,77002,www.concerts.livenation.com,T ,Y ,Houston,e5cf742c69b8b30a8696,,,,,,,,,,,,,,
2876,2877,03af710ea3094b41a3ae,f53529c5679ea6ca5a48,b5783473ff28b1db1a64,5a5a3dcdd6de50b984ba,Dave Matthews Band - 3 day lawn bundle offer,Dave Matthews Band,Lake Street Dive,CONCERTS,ALTERNATIVE ROCK,CONCERTS,Dave Matthews Band - 3 day lawn bundle offer,A VERY SPECIAL EVENING W/     Dave Matthews Band                                  GORGE AMPHITHEATRE       NO CAMERAS OR VIDEO         3 Day Lawn Event     ,1,130.0,Mail,2016-09-02 00:00:00,2016-09-01,2016-02-16,2016-02-19,2016-02-20 02:20:12,2016-02-19,,PST,GEORGE,WASHINGTON,98848,www.concerts.livenation.com,F ,Y ,Seattle,5a5a3dcdd6de50b984ba,,,,,,,,,,,,,,
2877,2878,37e923aa5187fb60c5ec,1919cdfedc4462d6bd14,4ec6523367f0e68d4422,f529fe2a3de8a201cdae,Daryl Hall & john oates,Hall and Oates,Sharon Jones & the Dap-Kings,CONCERTS,ROCK/POP,CONCERTS,Daryl Hall & john oates, HEWITT/SILVA/LIVE NATION  DARYL HALL & JOHN OATES     WWW.HALLANDOATES.COM         HOLLYWOOD BOWL      RAIN OR SHINE/NO GLASS/CANTUE SEP 20 2016 7PM SHARP ,4,540.0,TicketFast,2016-09-21 02:00:00,2016-09-20,2016-02-10,2016-02-13,2016-02-10 18:09:47,2016-02-10,2016-02-10,PST,HOLLYWOOD,CALIFORNIA,90068,android.ticketmaster.us,T ,Y ,Los Angeles,f529fe2a3de8a201cdae,,,,,,,,,,,,,,
2882,2883,e0066fdb9441b34f7f44,f096a3aca084ca4651a4,b85143bf51323b72e53c,cee72f808ce95cb093c8,Outcry Tour,Hillsong United,,CONCERTS,GOSPEL,CONCERTS,Outcry Tour,  LN & PREMIER PRESENTS          OUTCRY TOUR          HILLSONG UNITED & MORE   FIRSTMERIT BANK PAVILION       OUTCRYTOUR.COM       FRI JUL 24 2015 7:00 PM  ,2,91.0,eTicket,2015-07-25 00:00:00,2015-07-24,2015-04-27,2015-05-01,2015-04-30 18:51:13,2015-04-30,2015-07-20,CST,CHICAGO,ILLINOIS,60605,mobile.livenation.us,T ,Y ,Chicago,cee72f808ce95cb093c8,,,,,,,,,,,,,,
2883,2884,1076b1782af96f51a678,9662927f72fae932b30d,cece74a892cfc680a202,3f73ab0b3806e3d7323d,Brantley Gilbert,Brantley Gilbert,Cory Marquardt,CONCERTS,COUNTRY,CONCERTS,Brantley Gilbert,    WWW.LIVENATION.COM         BRANTLEY GILBERT        ALL AGES/R837398916         THE OPERA HOUSE          735 QUEEN ST EAST      THU OCT 01 2015 DRS 8PM  ,2,69.0,ISPU,2015-10-02 00:00:00,2015-10-01,2015-04-23,2015-04-24,2015-04-23 14:03:11,2015-04-23,2015-05-14,EST,TORONTO,ONTARIO,M4M,www.ticketmaster.com,T ,Y ,Toronto,3f73ab0b3806e3d7323d,,,,,,,,,,,,,,
2889,2890,b02655d7f70098d036ed,24d54148826b4f5d62ae,b85143bf51323b72e53c,502604597476969f6aeb,Hallmark Channel Presents Trans-siberian Orchestra 2015,Trans-Siberian Orchestra,,CONCERTS,ETHNIC/FOREIGN,CONCERTS,Hallmark Channel Presents Trans-siberian Orchestra 2015,HALLMARK CHANNEL PRESENTS  TRANS-SIBERIAN ORCHESTRA  GHOSTS OF CHRISTMAS EVE        ALLSTATE ARENA         6920 N MANNHEIM ROAD     MON DEC 28 2015 3:30PM  ,2,105.0,eTicket,2015-12-28 21:30:00,2015-12-28,2015-09-16,2015-09-18,2015-12-01 22:27:49,2015-12-01,2015-12-01,CST,ROSEMONT,ILLINOIS,60018,www.ticketmaster.com,T ,Y ,Chicago,502604597476969f6aeb,,,,,,,,,,,,,,
2890,2891,e237d30a045c93419955,6eb2da36b1e3a862dddc,b85143bf51323b72e53c,d3a49858d988a9841c9b,Iration - hotting up spring tour,Iration,,CONCERTS,REGGAE,CONCERTS,Iration - hotting up spring tour, HOUSE OF BLUES PRESENTS           IRATION          HOTTING UP SPRING TOUR '16 HOUSE OF BLUES - ORLANDO NO REFUNDS / G.A. STANDINGFRI APR 22 2016 DRS 700PM ,2,45.5,TicketFast,2016-04-22 23:00:00,2016-04-22,2016-02-03,2016-02-05,2016-02-04 00:12:02,2016-02-03,,EST,ORLANDO,FLORIDA,32830,androidphone2.livenation.us,F ,Y ,Orlando,d3a49858d988a9841c9b,,,,,,,,,,,,,,
2891,2892,576e4c303124b5a6c27d,0cec3902a7c3af6fce6c,dd95d852672f41e5109a,47f90b7be83d59f84efa,Lady Antebellum: Wheels Up 2015 tour with hunter hayes & sam hunt,Lady Antebellum,Hunter Hayes,CONCERTS,COUNTRY,CONCERTS,Lady Antebellum: Wheels Up 2015 tour with hunter hayes & sam hunt,  QUICKEN LOANS PRESENTS       LADY ANTEBELLUM            #WHEELSUPTOUR        HUNTER HAYES & SAM HUNT     GEXA ENERGY PAVILION    SAT MAY 02 2015 7:00 PM  ,1,25.5,eTicket,2015-05-03 00:00:00,2015-05-02,2015-03-17,2015-03-20,2015-04-18 19:43:17,2015-04-18,2015-04-29,CST,DALLAS,TEXAS,75210,iphone.ticketmaster.us,T ,Y ,Dallas,47f90b7be83d59f84efa,,,,,,,,,,,,,,
